,Start Time,End Time,EN,ES,Highlight,Comments,Speaker,Interview
2292,00:43:28:15,00:43:32:11,"every state, every country","todo estado, todos los países",,,arregoces,arregoces
2293,00:43:32:13,00:43:35:04,The object is not stolen.,el objeto no es robado.,,,arregoces,arregoces
2294,00:43:35:04,00:43:37:19,o india lies gold museum,o india se encuentra el oro museo,,,arregoces,arregoces
2295,00:43:37:19,00:43:41:04,or India I find it.,o india lo encuentro.,,,arregoces,arregoces
2296,00:43:41:06,00:43:41:21,Some day.,Algún día.,,,arregoces,arregoces
2297,00:43:41:21,00:43:43:14,able,capaz,,,arregoces,arregoces
2298,00:43:43:14,00:43:45:10,that the object,que el objeto,,,arregoces,arregoces
2299,00:43:45:10,00:43:50:14,"I must return to its origins,","debo de devolver a sus orígenes,",,,arregoces,arregoces
2300,00:43:50:16,00:43:53:08,"Well, this or a lot or India can look like a",pues esto o mucho o india le pueden quedar como una,,,arregoces,arregoces
2301,00:43:53:08,00:43:54:22,"laugh, right?","risa, ¿no?",,,arregoces,arregoces
2302,00:43:54:22,00:43:56:17,But,Pero,,,arregoces,arregoces
2303,00:43:56:17,00:44:01:06,We must do this by returning them to their origins.,hay que hacer eso devolverles a sus orígenes.,,,arregoces,arregoces
2304,00:44:01:08,00:44:02:15,Suddenly with the president of,De pronto con el presidente de,,,arregoces,arregoces
2305,00:44:02:15,00:44:05:15,Right now President Gustavo Petro,ahorita el presidente Gustavo Petro,,,arregoces,arregoces
2306,00:44:05:15,00:44:09:01,"One thing has already been given, the mask,","ya se dio una cosa, la máscara,",,,arregoces,arregoces
2307,00:44:09:03,00:44:10:04,the return of the,la devolución de la,,,arregoces,arregoces
2308,00:44:10:04,00:44:14:07,"Germany surrendered, surrendered","Alemania se entregó, entregó",,,arregoces,arregoces
2309,00:44:14:08,00:44:17:17,"and I think the president is going to help him a lot,","y creo que el presidente le va a ayudar mucho,",,,arregoces,arregoces
2310,00:44:17:18,00:44:21:03,That mask is going to help him.,esa máscara a él le va a ayudar a él.,,,arregoces,arregoces
2311,00:44:21:04,00:44:25:14,It will help his family a lot,Tanto a familia de él le va a ayudar mucho,,,arregoces,arregoces
2312,00:44:25:16,00:44:29:10,"let them criticize you, let them tell you, let them tell you,","que le critiquen que le digan, que le digan,",,,arregoces,arregoces
2313,00:44:29:12,00:44:33:14,but that mask is going to help him a lot,pero esa máscara le va a ayudar mucho a él,,,arregoces,arregoces
2314,00:44:33:16,00:44:37:14,and he will protect him greatly in his life and in his death.,y lo va a proteger mucho a su vida a su muerte.,,,arregoces,arregoces
2315,00:44:37:16,00:44:41:19,"And he will do it, because that mask that he feels today","Y lo va a hacer, porque esa máscara que se siente hoy en día",,,arregoces,arregoces
2316,00:44:41:19,00:44:46:10,"It was a kidnapping of more than 100 years, kidnapped","era un secuestro de más de 100 años, secuestrada",,,arregoces,arregoces
2317,00:44:46:12,00:44:50:01,"and the man has brought from there and brings here,","y el hombre ha traído de allá y trae aquí,",,,arregoces,arregoces
2318,00:44:50:03,00:44:52:08,It's a liberation,"es una liberación,",,,arregoces,arregoces
2319,00:44:52:08,00:44:55:17,It's a release from life.,es una liberación de la vida,,,arregoces,arregoces
2320,00:44:55:19,00:44:57:14,"and it will help you a lot,","y le va a ayudar mucho,",,,arregoces,arregoces
2321,00:44:57:14,00:45:00:14,"All his life, until his death, he will help him.","toda su vida, hasta la muerte de él, lo va a ayudar.",,,arregoces,arregoces
2322,00:45:00:17,00:45:04:07,Both his children and children.,Tanto a sus hijos e hijos.,,,arregoces,arregoces
2323,00:45:04:09,00:45:07:10,So I think that,Entonces creo que,,,arregoces,arregoces
2324,00:45:07:12,00:45:09:11,that is already an example.,eso ya es un ejemplo.,,,arregoces,arregoces
2325,00:45:09:11,00:45:12:02,This example must be reported,Este ejemplo hay que hay que reportarlo,,,arregoces,arregoces
2326,00:45:12:02,00:45:14:19,"Worldwide,","a nivel mundial,",,,arregoces,arregoces
2327,00:45:14:19,00:45:16:23,not just that mask.,no solamente esa máscara.,,,arregoces,arregoces
2328,00:45:16:23,00:45:19:23,Today we need the return of the dolls,Hoy necesitamos la devolución de los muñecos de,,,arregoces,arregoces
2329,00:45:20:02,00:45:22:06,"things from the taironas,","cosas de los taironas,",,,arregoces,arregoces
2330,00:45:22:06,00:45:25:07,"not only in the mountains, but throughout Colombia,","no solamente de la sierra, sino en todo Colombia,",,,arregoces,arregoces
2331,00:45:25:12,00:45:26:12,indigenous people.,pueblo indígena.,,,arregoces,arregoces
2332,00:45:26:12,00:45:30:17,"Thus they lost their object, the other countries","Así se le perdieron a su objeto, a los otros países",,,arregoces,arregoces
2333,00:45:30:19,00:45:31:23,"of the indigenous people,","de los indígenas,",,,arregoces,arregoces
2334,00:45:31:23,00:45:32:22,that also,que también,,,arregoces,arregoces
2335,00:45:32:22,00:45:36:06,"It is located today in Rome, it is located where…","se encuentra hoy en día en la Roma, se encuentra donde…",,,arregoces,arregoces
2336,00:45:36:08,00:45:38:16,So I think the message is,entonces creo que el mensaje es,,,arregoces,arregoces
2337,00:45:38:16,00:45:43:12,"These objects are not evolutionary, it is not for us to have,","Esos objetos no son de evolución, no es para nosotros tener,",,,arregoces,arregoces
2338,00:45:43:18,00:45:49:16,"If not, that object is the force so that, for the water,","si no es, ese objeto, es la fuerza para que, para el agua,",,,arregoces,arregoces
2339,00:45:49:18,00:45:52:07,"for the air, for something else, something else,","para el aire, para otra cosa, otra cosa,",,,arregoces,arregoces
2340,00:45:52:07,00:45:53:07,another thing is harvest,otra cosa es cosecha,,,arregoces,arregoces
2341,00:45:53:07,00:45:56:12,"the water, the water so that I have to return it","el agua, el agua para que tenga volverlo",,,arregoces,arregoces
2342,00:45:56:14,00:46:00:08,"that they are condemned, kidnapped.","eso que están condenados, secuestrados.",,,arregoces,arregoces
2343,00:46:00:10,00:46:03:04,The dream is someday,El sueño es algún día,,,arregoces,arregoces
2344,00:46:03:06,00:46:04:23,that has been returned,eso se ha devuelto,,,arregoces,arregoces
2345,00:46:04:23,00:46:09:00,"to its origins, when","a sus orígenes, cuando",,,arregoces,arregoces
2346,00:46:09:02,00:46:11:20,global warming,calentamiento global,,,arregoces,arregoces
2347,00:46:11:20,00:46:14:07,"it is spoken, the people study.","se habla, el pueblo hace estudio.",,,arregoces,arregoces
2348,00:46:14:07,00:46:15:04,Those are those,Esas son esos,,,arregoces,arregoces
2349,00:46:15:04,00:46:19:02,global warming that has them condemned there.,calentamiento global que los tienen condenados allí.,,,arregoces,arregoces
2350,00:46:19:04,00:46:20:04,For the world outside,Para el mundo de afuera,,,arregoces,arregoces
2351,00:46:20:04,00:46:23:05,He believes that one is a piece of wood that does not speak.,cree que una es una madera que no habla.,,,arregoces,arregoces
2352,00:46:23:10,00:46:24:13,That's for us,Eso es para nosotros,,,arregoces,arregoces
2353,00:46:24:13,00:46:28:16,"a swallow, it is a speech, it has a life.","una deglución, es un habla, tiene una vida.",,,arregoces,arregoces
2354,00:46:28:18,00:46:30:12,So,Entonces,,,arregoces,arregoces
2355,00:46:30:12,00:46:33:22,I think I just want to say here,creo que solamente quiero decir aquí,,,arregoces,arregoces
2356,00:46:34:00,00:46:36:16,the example seen in the mask with,el ejemplo que se vio en la máscara con,,,arregoces,arregoces
2357,00:46:36:16,00:46:40:17,"the current president who brought from Germany,","el presidente actual que trajo de Alemania,",,,arregoces,arregoces
2358,00:46:40:19,00:46:43:15,The other presidents who come will continue,Los otros presidentes que vengan seguirán,,,arregoces,arregoces
2359,00:46:43:15,00:46:47:05,"that one exposed, also that president,","esa expuesta, también esa presidente,",,,arregoces,arregoces
2360,00:46:47:07,00:46:48:07,I think in history,creo que en la historia,,,arregoces,arregoces
2361,00:46:48:07,00:46:50:11,He's going to be the president here.,Va a quedar como el presidente de aquí,,,arregoces,arregoces
2362,00:46:50:11,00:46:53:15,"and the president of Germany are an example,","y el presidente de Alemania son ejemplo,",,,arregoces,arregoces
2363,00:46:53:15,00:46:56:23,that we will have them bet,que nosotros los tendremos apostados,,,arregoces,arregoces
2364,00:46:57:01,00:47:00:01,like the Colombian president and the German president,como el presidente colombiano y el presidente Alemania,,,arregoces,arregoces
2365,00:47:00:05,00:47:01:13,if he could,si los pudo,,,arregoces,arregoces
2366,00:47:01:13,00:47:03:16,"voluntarily deliver,","entregar voluntariamente,",,,arregoces,arregoces
2367,00:47:03:16,00:47:06:18,"It wasn't through the chancellor, but it didn't stay, no,","no fue a través del canciller, pero no quedó, no,",,,arregoces,arregoces
2368,00:47:06:23,00:47:09:23,"If not immediately, they delivered it.",si no es inmediatamente eso la entregaron.,,,arregoces,arregoces
2369,00:47:10:00,00:47:12:18,So those I believe that example of the Lord,Entonces esas creo ese ejemplo del señor,,,arregoces,arregoces
2370,00:47:12:18,00:47:15:18,President of Germany and Colombia,de presidente de Alemania y de Colombia,,,arregoces,arregoces
2371,00:47:15:23,00:47:19:05,"one day, which happens, we can continue advising","algún día, cosa que pasa, podemos seguir asesorando",,,arregoces,arregoces
2372,00:47:19:05,00:47:23:06,"of it, how they achieved it, how it, how they delivered it,","de ello, cómo lograron, cómo lo, cómo lo entregaron,",,,arregoces,arregoces
2373,00:47:23:08,00:47:28:10,how not so much difficulty was achieved and given and returned.,cómo no tanta dificultad se logró y se dio y se devolvió.,,,arregoces,arregoces
2374,00:47:28:12,00:47:30:06,"This will remain as a witness,","Ello va a quedar como un testigo,",,,arregoces,arregoces
2375,00:47:30:06,00:47:35:10,"example for life, then I think","ejemplo para toda la vida, entonces creo que",,,arregoces,arregoces
2376,00:47:35:12,00:47:36:06,"is, those","es, esas",,,arregoces,arregoces
2377,00:47:36:06,00:47:40:00,These are things that I think speak a lot about return.,son cosas que creo que mucho habla de la devolución,,,arregoces,arregoces
2378,00:47:40:02,00:47:42:17,when that return starts to speak,cuando esa devolución comienza a hablar,,,arregoces,arregoces
2379,00:47:42:17,00:47:46:11,"possession, how they are going to have it.","la tenencia, cómo lo van a tener.",,,arregoces,arregoces
2380,00:47:46:13,00:47:48:05,"No, we are going to have it,","No, lo vamos a tener,",,,arregoces,arregoces
2381,00:47:48:05,00:47:49:07,tenure is,la tenencia es,,,arregoces,arregoces
2382,00:47:49:07,00:47:50:08,"or where they caught him,","o donde lo cogieron,",,,arregoces,arregoces
2383,00:47:50:08,00:47:52:03,You have to bury it or you have to save it.,hay que enterrarlo o hay que guardarlo.,,,arregoces,arregoces
2384,00:47:52:03,00:47:55:20,"There is life, but life begins, annoying, possession","Allá es la vida, pero la vida empieza, molesta, la tenencia",,,arregoces,arregoces
2385,00:47:55:22,00:47:58:13,and the Attorney General's Office has to be watching.,y la Procuraduría tiene que estar vigilando.,,,arregoces,arregoces
2386,00:47:58:13,00:48:01:13,You know if one doesn't even understand,Sabe si uno ni entiendo yo,,,arregoces,arregoces
2387,00:48:01:14,00:48:05:14,"like that, but look at it.","así, sino que mírenlo.",,,arregoces,arregoces
2388,00:48:05:16,00:48:07:03,What is the dream of us,¿Cuál es el sueño de nosotros,,,arregoces,arregoces
2389,00:48:07:03,00:48:07:16,some day?,algún día?,,,arregoces,arregoces
2390,00:48:07:16,00:48:11:05,"We believe the city was lost, the world outside says lost,","creemos la ciudad perdía, el mundo de afuera dice perdida,",,,arregoces,arregoces
2391,00:48:11:05,00:48:12:08,"of course, for us","claro, para nosotros",,,arregoces,arregoces
2392,00:48:12:08,00:48:13:23,"had, must be lost,","tenía, tiene que estar perdida,",,,arregoces,arregoces
2393,00:48:13:23,00:48:17:09,"moss, plants tucked in, that had to be lost.","musgo, plantas metidas, eso tenían que estar perdidas.",,,arregoces,arregoces
2394,00:48:17:11,00:48:18:20,Then they so lost,Entonces ellos así perdido,,,arregoces,arregoces
2395,00:48:18:20,00:48:19:13,they found him.,lo encontraron.,,,arregoces,arregoces
2396,00:48:19:13,00:48:23:12,"Yes, the dream will someday be lost again,","Si, el sueño algún día que se pierda otra vez,",,,arregoces,arregoces
2397,00:48:23:14,00:48:25:03,"be lost again, be filled with","se pierda otra vez, se llene de",,,arregoces,arregoces
2398,00:48:25:03,00:48:27:22,mountains.,montañas.,,,arregoces,arregoces
2399,00:48:28:00,00:48:29:12,Once when they proposed it to me,Una vez cuando me la propusieron,,,arregoces,arregoces
2400,00:48:29:12,00:48:30:23,"I said no, not like that","dije no, no como así",,,arregoces,arregoces
2401,00:48:30:23,00:48:34:09,Because that is a prosecutor's office and it watches over the outside world.,Porque eso es una procuraduría y vigila porque el mundo de afuera.,,,arregoces,arregoces
2402,00:48:34:14,00:48:41:21,"Well, look, then I think that in the return it is","Bueno, miren, entonces creo que en la devolución es",,,arregoces,arregoces
2403,00:48:41:23,00:48:44:04,"volunteer,","hagan la voluntaria,",,,arregoces,arregoces
2404,00:48:44:04,00:48:47:19,"Individual, family, than in the hotel","Individuales, familiares, que en el hotel",,,arregoces,arregoces
2405,00:48:47:21,00:48:53:01,"They have a handle, everyone uses a chain, a handle,","tienen manilla, todo el mundo utilizan cadena, manilla,",,,arregoces,arregoces
2406,00:48:53:02,00:48:56:21,"everyone change their attitude,","todo el mundo cambie la actitud,",,,arregoces,arregoces
2407,00:48:56:23,00:48:59:23,May they return that to mother earth.,que devuelvan eso a la madre tierra.,,,arregoces,arregoces
2408,00:49:00:01,00:49:02:16,"This has to be involuntary,","Esto tiene que ser involuntario,",,,arregoces,arregoces
2409,00:49:02:16,00:49:04:20,"in Santa Marta some volunteer,","en Santa Marta alguno voluntario,",,,arregoces,arregoces
2410,00:49:04:20,00:49:07:20,"someone came to bring me the handle,","alguno vino a traerme la manilla,",,,arregoces,arregoces
2411,00:49:07:21,00:49:11:11,"You brought it to me, sir, here it is.","me la trajo, señor, aquí está.",,,arregoces,arregoces
2412,00:49:11:13,00:49:13:02,"And a child doesn't keep that either,","Y eso tampoco un niño lo guarda uno,",,,arregoces,arregoces
2413,00:49:13:02,00:49:15:09,This goes to the earth.,esto va para la tierra.,,,arregoces,arregoces
2414,00:49:15:09,00:49:19:06,"So I think the return, we believe","Entonces creo que la devolución, creemos",,,arregoces,arregoces
2415,00:49:19:08,00:49:23:00,"that the return is not an object,","que la devolución no sea objeto,",,,arregoces,arregoces
2416,00:49:23:00,00:49:26:22,"but, in the eyes,","sino que, a los ojos,",,,arregoces,arregoces
2417,00:49:27:00,00:49:28:17,return,devolución,,,arregoces,arregoces
2418,00:49:28:17,00:49:32:18,"We want that not only in Colombia, but throughout the world","queremos que no sólo en Colombia, sino que mundo entero",,,arregoces,arregoces
2419,00:49:32:20,00:49:35:19,"return it to its origins,","lo devuelvan a sus orígenes,",,,arregoces,arregoces
2420,00:49:35:19,00:49:39:14,to the objects of mother Earth.,a los objetos de la madre Tierra.,,,arregoces,arregoces
2421,00:49:39:16,00:49:43:19,and thus return the kidnapped children to Mother Earth,y así devolverle a la madre Tierra los hijos secuestrados,,,arregoces,arregoces
2422,00:49:43:21,00:49:47:03,"It would be a happiness for them, a happy one.","sería una felicidad para ellos, una feliz.",,,arregoces,arregoces
